data,tipo_queijo,litros_leite,kg_produzido,preco_kg,turno
2026-04-05,Mussarela,517.0,57.6,45.0,Manha
2026-04-05,Parmesao,644.0,53.8,89.0,Manha
2026-04-05,Minas Frescal,744.0,132.7,32.0,Manha
2026-04-06,Ricota,1179.0,64.3,28.0,Manha
2026-04-06,Coalho,797.0,112.4,38.0,Tarde
2026-04-07,Coalho,334.0,51.1,38.0,Tarde
2026-04-07,Ricota,386.0,22.1,28.0,Tarde
2026-04-08,Minas Frescal,808.0,149.5,32.0,Tarde
2026-04-08,Prato,1390.0,135.2,48.0,Tarde
2026-04-09,Coalho,1443.0,220.0,38.0,Manha
2026-04-09,Parmesao,1233.0,98.8,89.0,Tarde
2026-04-09,Prato,1050.0,108.2,48.0,Manha
2026-04-09,Mussarela,1476.0,157.0,45.0,Manha
2026-04-10,Parmesao,1066.0,89.7,89.0,Manha
2026-04-10,Prato,1240.0,121.4,48.0,Tarde
2026-04-11,Coalho,1460.0,210.3,38.0,Tarde
2026-04-11,Mussarela,578.0,55.7,45.0,Tarde
2026-04-11,Prato,680.0,70.6,48.0,Manha
2026-04-11,Parmesao,291.0,25.3,89.0,Manha
2026-04-12,Minas Frescal,1459.0,273.1,32.0,Manha
2026-04-12,Parmesao,1214.0,96.9,89.0,Tarde
2026-04-13,Mussarela,435.0,44.8,45.0,Tarde
2026-04-13,Prato,1490.0,159.8,48.0,Manha
2026-04-13,Coalho,1301.0,198.8,38.0,Manha
2026-04-14,Ricota,1387.0,82.3,28.0,Tarde
2026-04-14,Parmesao,636.0,45.4,89.0,Tarde
2026-04-14,Minas Frescal,511.0,95.6,32.0,Manha
2026-04-14,Mussarela,787.0,79.7,45.0,Manha
2026-04-15,Minas Frescal,275.0,48.4,32.0,Manha
2026-04-15,Ricota,765.0,41.0,28.0,Tarde
2026-04-15,Coalho,479.0,74.9,38.0,Tarde
2026-04-15,Parmesao,299.0,23.1,89.0,Tarde
2026-04-16,Prato,352.0,36.3,48.0,Manha
2026-04-16,Minas Frescal,856.0,152.1,32.0,Manha
2026-04-16,Parmesao,1029.0,78.2,89.0,Tarde
2026-04-16,Ricota,1383.0,71.5,28.0,Manha
2026-04-17,Minas Frescal,1345.0,233.9,32.0,Tarde
2026-04-17,Prato,289.0,29.7,48.0,Manha
2026-04-18,Ricota,763.0,44.0,28.0,Tarde
2026-04-18,Prato,1014.0,101.3,48.0,Tarde
2026-04-18,Minas Frescal,1227.0,223.4,32.0,Tarde
2026-04-18,Coalho,955.0,145.3,38.0,Manha
2026-04-19,Coalho,441.0,69.0,38.0,Manha
2026-04-19,Parmesao,458.0,37.4,89.0,Manha
2026-04-19,Mussarela,739.0,75.6,45.0,Tarde
2026-04-19,Minas Frescal,957.0,195.6,32.0,Tarde
2026-04-20,Prato,465.0,44.1,48.0,Tarde
2026-04-20,Mussarela,822.0,83.5,45.0,Tarde
2026-04-20,Minas Frescal,464.0,87.3,32.0,Tarde
2026-04-20,Parmesao,878.0,69.4,89.0,Tarde
2026-04-21,Coalho,1385.0,215.2,38.0,Manha
2026-04-21,Ricota,206.0,12.6,28.0,Tarde
2026-04-22,Minas Frescal,1230.0,231.5,32.0,Manha
2026-04-22,Mussarela,423.0,44.1,45.0,Tarde
2026-04-22,Ricota,1228.0,75.1,28.0,Manha
2026-04-22,Coalho,457.0,73.1,38.0,Tarde
2026-04-23,Parmesao,1004.0,73.9,89.0,Tarde
2026-04-23,Minas Frescal,1014.0,185.8,32.0,Manha
2026-04-23,Prato,590.0,59.5,48.0,Tarde
2026-04-23,Ricota,1454.0,93.7,28.0,Tarde
2026-04-24,Ricota,1321.0,72.3,28.0,Manha
2026-04-24,Prato,453.0,48.1,48.0,Manha
